asap0_id,asap0_name,hs_code,hs_name,comment,g1_w_crop,g1_w_range,g1_w_any,ISO3
67,Afghanistan,0,No hotspot,"Drier than average conditions in the last 3 months over the eastern part (from Samangan Baghlan in the north to Zabul, Ghazni, Paktika, Khost in the south); vegetation condition still close to average.
Delayed start of season in the NW (Badghis), with vegetation conditions now close to average. Cessation of rainfall in mid April, one month earlier than average.",19,24,26,AFG
68,Haiti,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,HTI
74,Tanzania,1,Hotspot,"Crop conditions are favourable in the Southern and Western part of the country but concerns remain over crop production in the central unimodal regions due to a delayed start and significant rainfall deficits during the initial part of the seaosn. In the bimodal northern regions and especially in the North East, crops are also affected by drought.",29,23,29,TZA
77,Botswana,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,BWA
78,Iraq,0,No hotspot,"In the Kurdistan region of Iraq (Dahuk, Erbil, Ninewa, Sulaymaniyah), cereals seem to have recovered from their delayed onset and production prospects could be favourable.
In Anbar, because of conflict, the production of irrigated crops along the Euphrate valley is expected to be below average, despite good rainfall in March.",2,1,2,IRQ
79,Egypt,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,EGY
80,Niger,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,NER
81,Myanmar,0,No hotspot,Start of wet season rice. No particular problem observed.,1,1,1,MMR
82,Senegal,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SEN
83,Ecuador,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,6,4,6,ECU
88,South Sudan,1,Hotspot,"The 2017 growing season performed poorly in South Sudan due to below average rainfall since March that resulted in moisture deficits mainly in Southern and Central Equatoria. The situation has slightly improved due to positive rainfall in the last two decades, mainly in Warab. Nevertheless, vegetation development still remains below average in many parts of the country.",8,8,8,SSD
90,Mauritania,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,MRT
92,Angola,0,No hotspot,"Harvest is ongoing in Angola where the southern provinces of Cunene and Quando Cubango have largely recovered from initial dryness, while irregular rainfall from March to May is lowering local yield prospects in the central regions.",3,3,3,AGO
93,Nicaragua,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,NIC
96,Eritrea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,ERI
100,Honduras,0,No hotspot,"Despite a delay in the start-of-season with lower than normal rainfall, Primera sowing has begun in Honduras due to good rainfall in May.",3,3,4,HND
105,Algeria,0,No hotspot,In April and May Nothern Algeria has experienced hot weather with low rainfall leading to low yield prospects mainly in North Eastern Algeria. At national level water reserve in the soil due to winter rainfall until February has been generally sufficient for good crop development so far.,23,18,23,DZA
108,Bolivia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,BOL
111,Zambia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,3,4,ZMB
112,Côte d'Ivoire,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,10,9,10,CIV
117,Guatemala,0,No hotspot,"Some rainfall deficits occurred in Guatemala in April. Nevertheless, the close to average rainfall in May improved the situation which has allowed starting sowing activities of the first growing season (Primera).",0,1,1,GTM
118,Togo,1,Hotspot,Several weeks of below average rainfall have lead to an early season dryness in Central Benin. Can still recover with good rainfall throughout the rest of the season.,4,4,4,TGO
120,Morocco,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,MAR
121,Tunisia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,TUN
122,Turkmenistan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,0,3,TKM
126,Philippines,0,No hotspot,Start of planting of wet season rice in the north and of dry season rice in the south.,1,1,2,PHL
128,Iran,1,Hotspot,"As a result of a delayed onset of vegetation growth, wheat and barley production could be be lower than average in the centre-west (Kordestan, Kermanshah, Lorestan, Hamedan, Ghazvin, Markazi) and to a lower extent the NW (W&amp;E Azerbayejan, Ardebil).",16,16,17,IRN
129,Namibia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,0,2,NAM
131,Gambia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GMB
132,Cambodia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,KHM
133,Lesotho,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,LSO
134,Viet Nam,0,No hotspot,Planting of wet/main season rice.,9,0,9,VNM
135,Cameroon,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,2,CMR
141,South Africa,0,No hotspot,South Africa experienced a bumper season with national maize production above 25% of the average. At the same time the Western Cape province which is the main producer of winter wheat is affected by serious drought due to exceptionally low rainfall in March and April.,3,1,3,ZAF
142,Congo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,COG
148,Malawi,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,1,MWI
150,Burundi,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,5,4,5,BDI
155,Nigeria,1,Hotspot,In the Western provinces of Nigeria a delay of the main season is due to below average rainfall in March and April (affecting pockets in the provinces of Kwara and Niger). May rainfall was close to average and the coming months will be crucial for good crop development.,14,16,17,NGA
156,Somalia,2,Major hotspot,"Despite some rainfall in May, crop conditions in Southern Somalia still suffer from a major rainfall deficit and delayed start of the season. The rainfall received so far is still 30-60% below average and even with above average rainfall in June, yields will be low. A bag Gu season production adds pressure to a food security situation which is already critical since the failure of the 2016/2017 Deyr season. In the North West of the country May rainfall has been better, but crop conditions are still affected by a large initial delay of the season. Pastoral vegetation conditions have improved slightly due to May rainfall but remain below average, except for Puntland where they are close to average.",13,16,16,SOM
157,D.R. Congo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,
160,Liberia,1,Hotspot,Low rainfall and high temperatures are affecting crops and pastures mainly in the northern parts of the country.,5,4,5,LBR
161,North Korea,0,No hotspot,Very start of maize and rice planting.,1,2,2,PRK
163,Kenya,2,Major hotspot,"Kenya has experienced low cereals production in the previous short rains season and extended drought in the northern pastoral areas. This situation is aggravated by a delayed start and irregular distribution of the long rains in large parts of the country including the coastal area, the rift valley area and to some extent also western Kenya. On top of a delayed start of the long rains, Maize production regions in the Western and central parts of the country are reported to be affected by army worms. In May there has been heavy and localized rainfall events in South Western Kenya which have caused floods damaging crops in the marginal areas. Some rainfall has partially improved pasture conditions in the northern drylands, but this positive effect will not last long if there is no additional rainfall.",34,29,36,KEN
164,Yemen,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,YEM
165,Timor-Leste,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,1,TLS
168,Sierra Leone,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SLE
176,Libya,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,LBY
179,Rwanda,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,4,1,4,RWA
180,Guinea-Bissau,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,GNB
183,Indonesia,0,No hotspot,Java and South Sumatra: harvest of main season rice and maize followed by planting of dry season rice and maize.,4,4,5,IDN
185,Ethiopia,1,Hotspot,"Most Belg areas have experienced irregular rainfall which has also lead to late planting of the main season. In May rainfall has been generally good in the Northern and Central parts of the country, while dry conditions continued in the Southern region of Somali, the Rift Valley and parts of Oromia.",2,3,3,ETH
188,Kazakhstan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,4,5,KAZ
189,Thailand,0,No hotspot,Start of main season rice planting.,10,0,10,THA
190,Nepal,0,No hotspot,Very start of rain season and of rice planting.,0,1,1,NPL
192,Colombia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,COL
193,Guinea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,4,3,5,GIN
195,Benin,1,Hotspot,Several weeks of below average rainfall have lead to an early season dryness in Northern Benin. Can still recover with good rainfall throughout the rest of the season.,10,10,10,BEN
199,Pakistan,0,No hotspot,"Harvest time for wheat (main crop for Pakistan), production expected to be close to average, despite dry conditions over the last 3 months in the W and NW parts of the country (Balochistan and Federally Administered Tribal Areas).",2,1,2,PAK
206,Peru,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,9,6,11,PER
209,Uganda,1,Hotspot,"May rainfall has improved to some extent crop conditions in Northern Uganda, but production prospects for the first season remain below average, due also to reported armyworm infection. Pastoral vegetation conditions have improved in Karamoja while there is still a rainfall deficit.",57,36,63,UGA
210,Eswatini,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SWZ
212,Chad,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,8,8,8,TCD
218,Zimbabwe,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,ZWE
219,Burkina Faso,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,2,BFA
221,Syrian A.R.,2,Major hotspot,"Despite the good rainfall in March - April that favoured the growth of natural vegetation, cereals production is expected to be much lower than average in northern Syria (Hassakeh, Raqqa, Aleppo, Idleb, Hama).",6,5,7,
13,Kyrgyzstan,0,No hotspot,"Very small vegetation delay in the W-NW of KGZ (Jalal Abad, Chuy, Osh) but rains were favourable over the last month and trimester.",6,7,7,KGZ
20,Bangladesh,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,BGD
27,Tajikistan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,2,2,TJK
29,Sudan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,3,3,SDN
33,Mozambique,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,5,4,5,MOZ
35,Cuba,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,2,2,CUB
41,Laos,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,6,6,LAO
43,Djibouti,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,DJI
50,Uzbekistan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,7,7,UZB
51,Madagascar,1,Hotspot,"Crop conditions in the Western part have improved overall, but rice crop in central and Eastern part experienced drougth for an important part of the season and below average yields can be expected.",9,5,11,MDG
52,El Salvador,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SLV
59,Mali,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,2,MLI
61,C. African Rep.,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,7,1,7,
66,Ghana,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,9,8,9,GHA
67,Afghanistan,0,No hotspot,"Small delay of vegetation growth persists in northern AFG (Badghis, Faryab).
Drier than average conditions over eastern AFG, to the east and south of Kabul (mainly Paktya, Khost, Logar, Nangarhar). Situation to be monitored.",14,20,21,AFG
68,Haiti,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,HTI
74,Tanzania,1,Hotspot,Crop conditions are favourable in the Southern and Western part of the country but concerns remain in the central unimodal regions due to a delayed start and significant rainfall deficits during the initial part of the seaosn. In the bimodal norther regions and especially in the North East crop conditions are also affected by drought.,29,29,29,TZA
77,Botswana,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,1,3,BWA
78,Iraq,1,Hotspot,"Apparent recovery of vegetation growth in northern Iraq (Kurdistan region of IRQ: Dahuk, Erbil, Sulaymaniyah).
Still below average conditions for Anbar irrigated crops along the Euphrate valley.",9,7,9,IRQ
79,Egypt,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,5,27,27,EGY
80,Niger,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,2,NER
81,Myanmar,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,4,MMR
82,Senegal,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,3,3,SEN
83,Ecuador,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,4,ECU
88,South Sudan,1,Hotspot,"Below average rainfall in the South of the country (i.e. Eastern, Central and Western Equatoria) and pockets of conflict at the beginning of the season. Situation needs to be carefully monitored in the following weeks.",3,5,6,SSD
90,Mauritania,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,7,5,7,MRT
92,Angola,1,Hotspot,"The semi arid southern regions had close to normal rainfall after an initially slightly delayed start of the winter season. However, coastal areas and central highlands (maize areas) as well as part of the North West of the country experienced irrgegular rainfall distribution during the seaosn with expected negative impact on yields.",9,9,9,AGO
93,Nicaragua,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,NIC
96,Eritrea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,3,ERI
100,Honduras,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,HND
105,Algeria,0,No hotspot,"In March and April, water balance has worsened in Eastern Algeria leading to lower yield prospects. In Western Algeria the Tiaret region is also showing a deterioration. At national level water reserve in the soil due to winter rainfall until February has been sufficient for good crop development so far.",38,37,40,DZA
108,Bolivia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,2,2,BOL
111,Zambia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,8,5,8,ZMB
112,Côte d'Ivoire,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,11,11,11,CIV
117,Guatemala,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GTM
118,Togo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,3,3,TGO
120,Morocco,0,No hotspot,Rainfall in March and April was below average but thanks to good winter rainfall and favourable temperature conditions Morocco is expecting high yields for winter cereals.,7,7,8,MAR
121,Tunisia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,21,16,23,TUN
122,Turkmenistan,0,No hotspot,"Still small delay of vegetation growth in Ahal and Chardzhou. In contrast, in Mary, vegetation appeared to have recovered from this delayed growth;.",6,4,6,TKM
126,Philippines,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,3,3,PHL
128,Iran,1,Hotspot,"Delayed vegetation growth persists in NW (W&amp;E Azerbayejan, Ardebil - affected by drier than average conditions over the last 3 months) and centre-west (Kordestan, Kermanshah, Lorestan, Hamedan, Ghazvin down to Esfahan and Fars) of Iran. Situation to be monitored.",19,16,21,IRN
129,Namibia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,10,6,11,NAM
131,Gambia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GMB
132,Cambodia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,10,10,KHM
133,Lesotho,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,LSO
134,Viet Nam,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,25,25,VNM
135,Cameroon,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,3,CMR
141,South Africa,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,1,2,ZAF
142,Congo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,COG
148,Malawi,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,2,MWI
150,Burundi,0,No hotspot,In the Eastern part of the country rainfall was below average in March and April but previous rainfall in the B crop season was sufficient for normal crop development.,12,10,12,BDI
155,Nigeria,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,9,9,11,NGA
156,Somalia,2,Major hotspot,"Somalia experienced a major drougth in the 2016/2017 short season (Deyr) with low cereals production and major impact on pasture and water availability for pastoralists. April rainfall which marks the start of the long rainy season (Gu) has been again below average across the whole country, adding additional pressure to an already critical food security situation. If there is no improvement of rainfall in May, the impact of the humanitarian crisis ongoing in Somalia will continue to destroy lives and agricultural production resources.",15,16,17,SOM
157,D.R. Congo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,4,4,
160,Liberia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,3,3,LBR
161,North Korea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,6,0,6,PRK
163,Kenya,2,Major hotspot,"Kenya has experienced low cereals production in the previous short rains season and extended drought in the northern pastoral areas. This situation is aggravated by a delayed start of the long rains in large parts of the country including the coastal area, the rift valley area and to some extent also western Kenya. On top of a delayed start of the long rains, Maize production regions in the Western and central parts of the country are reported to be affected by army worms.",37,41,43,KEN
164,Yemen,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,6,12,15,YEM
165,Timor-Leste,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,TLS
168,Sierra Leone,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,2,2,SLE
176,Libya,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,19,15,22,LBY
179,Rwanda,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,3,4,RWA
180,Guinea-Bissau,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,GNB
183,Indonesia,0,No hotspot,Likely rice planting (flloding) in SE Kalimatan (Selatan).,2,2,2,IDN
185,Ethiopia,1,Hotspot,"Belg areas have received below average rains during the Belg season in February/March. Main season rainfall starting in April is so far positive in the main central agricultural areas, but has arrived late and slightly below average in the Southern part of the country including mainly the Somali and East Oromia regions.",2,6,6,ETH
188,Kazakhstan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,4,6,6,KAZ
189,Thailand,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,76,76,THA
190,Nepal,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,NPL
192,Colombia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,1,3,COL
193,Guinea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,1,3,GIN
195,Benin,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,10,10,10,BEN
199,Pakistan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,3,3,PAK
206,Peru,0,No hotspot,"Despite bad rains received in March, production is expected to recover due to normal or above average rainfall in March and April.",18,15,20,PER
209,Uganda,1,Hotspot,"After a positive start of the main growing season in the North and central parts of the country, March and April rainfall performance has been below average, reducing crop yield prospects. Pastoral areas in Karamoja also show below average vegetation performance.",59,89,92,UGA
210,Eswatini,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SWZ
212,Chad,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,7,3,7,TCD
218,Zimbabwe,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,2,2,ZWE
219,Burkina Faso,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,2,2,BFA
221,Syrian A.R.,2,Major hotspot,Good rainfall in northern Syria in March - April (up to 20/4) favoured the growth of natural vegetation but cereals production is expected to be much lower than average.,8,5,9,
13,Kyrgyzstan,1,Hotspot,"As in UZB and TKM, delayed growth of vegetation / winter cereals in the western part of KGZ at the very start of the season. To be monitored.",5,0,5,KGZ
20,Bangladesh,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,BGD
27,Tajikistan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,1,TJK
29,Sudan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SDN
33,Mozambique,0,No hotspot,"Some drought stress in the North Eastern part (Mapula Province) and reported damage of cyclones in the Southern part of the country, but overall production prospects are normal.",2,3,3,MOZ
35,Cuba,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,CUB
41,Laos,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,LAO
43,Djibouti,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,DJI
50,Uzbekistan,1,Hotspot,"As for its southern neighbour TKM, apparent vegetation (winter cereals) delay in the half eastern part of the country (Navoiy, Bukhara, Kashkadarya, Samarkand, Jizzakh, Sirdarya). To be monitored.",12,6,12,UZB
51,Madagascar,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,8,12,12,MDG
52,El Salvador,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SLV
59,Mali,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,MLI
61,C. African Rep.,0,No hotspot,The 2016/17 season has started late which could cause delayed sowing and a failure of 2016/2017. Situation should be monitored carefully in the following weeks.,8,11,14,
66,Ghana,0,No hotspot,The central and southern parts of Ghana are affected by an initial delay of the season due to low rainfall in February and March.,7,8,8,GHA
67,Afghanistan,1,Hotspot,"Delay in vegetation growth in northern AFG (Badghis, Faryab, Jawzjan) as in the neighbour country UZB. To be monitored.",27,23,27,AFG
68,Haiti,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,HTI
74,Tanzania,1,Hotspot,"In late February and in March the rainfall situation has improved somewhat in Tanzania supporting crop prospects in the unimodal areas in the center/south, but overall season lenght and vegetation performance is still below average. The bimodal areas had a below average short season, while rainfall of the main season starting in March has been normal so far.",26,23,26,TZA
77,Botswana,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,1,2,BWA
78,Iraq,1,Hotspot,"Below average vegetation condition for wheat and barley (normally sown from October to December) in the west and north of the country (Anbar, Salah al Din, Ninewa, Dahuk, Erbil, Sulaymaniyah); probably reduced sowings in conflict areas as a result of difficult access to fields (e.g. due to land mines), lack of inputs (seeds, fuel,...), damaged irrigation infrastructure and farmers' leave (from Mosul area)... To be monitored.",7,4,7,IRQ
79,Egypt,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,0,3,EGY
80,Niger,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,NER
81,Myanmar,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,MMR
82,Senegal,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SEN
83,Ecuador,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,0,1,ECU
88,South Sudan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SSD
90,Mauritania,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,MRT
92,Angola,0,No hotspot,The southern part of the country has largely recovered from dryness in the early part of the season. In the Northern coastal part of the country rainfall in February/March continues to show irregular distribution in space and time.,11,11,12,AGO
93,Nicaragua,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,NIC
96,Eritrea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,ERI
100,Honduras,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,HND
105,Algeria,0,No hotspot,"Yield forecasts for Algeria according to MARS are generally positive while more rain is needed in the North Eastern part of the country. The North of the country experienced abundant rainfall and some snow in late January, but rainfall was low in February/March in the North East.",33,30,33,DZA
108,Bolivia,0,No hotspot,"Despite positive rainfall in 2017, vegetation recovery is still insufficient in La Paz and Oruro. The main productive region (Santa Cruz) of the country has partially recovered from dryness at the beginning of January. Nevertheless, the effects on the final production should still be carefully monitored.",3,4,4,BOL
111,Zambia,1,Hotspot,"Despite an improvement of rainfall in February following an initial delay of the season, maize crop has not performed optimally in large parts of the country (mainly Southern and Central provinces) due mainly to army worm invasion.",8,7,8,ZMB
112,Côte d'Ivoire,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,8,10,10,CIV
117,Guatemala,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GTM
118,Togo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,2,3,TGO
120,Morocco,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,1,MAR
121,Tunisia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,15,11,16,TUN
122,Turkmenistan,1,Hotspot,"Apparent delay of vegetation (winter cereals) growth over most regions (Chardzhou, Ahal, Mary) to be monitored.",4,4,4,TKM
126,Philippines,1,Hotspot,"Very wet conditions (rain close to 200 mm per dekad) in Mindamao (south PHL) in February dekad 2 and March dekad 1 may have affected wet season rice close to harvest.
Poor vegetation condition in the centre (Eastern Visayas) since January (when heavy rains from typhoon Nock-Ten caused crop damage).",5,5,5,PHL
128,Iran,1,Hotspot,"Apparent delay of vegetation start in the half northern part of Iran (and even to the south with Fars and Esfahan). Situation to be monitored. 
Drier than average conditions in the very north (west and east Azarbayejan, Ardebil) and north-east (Khorasan) due to erratic rainfall since January.",18,18,20,IRN
129,Namibia,0,No hotspot,Crop conditions are generally good. Some possible concerns remain in the Kunene region for maize and millet due to a shorter than average crop cycle because of a delayed start of the season.,7,6,8,NAM
131,Gambia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GMB
132,Cambodia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,KHM
133,Lesotho,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,LSO
134,Viet Nam,0,No hotspot,Planting of dry season rice in the north (red river delta).,14,1,14,VNM
135,Cameroon,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,6,7,7,CMR
141,South Africa,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,1,ZAF
142,Congo,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,COG
148,Malawi,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,1,MWI
150,Burundi,0,No hotspot,B season crop rainfall started in March and appears close to normal at this stage.,5,5,7,BDI
155,Nigeria,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,8,14,15,NGA
156,Somalia,2,Major hotspot,"The country is in the dry season now, but crop production failed in the previous Deyr season and the oulook for Gu season rainfall to start in April is for a below average seasaon.",0,0,0,SOM
157,D.R. Congo,0,No hotspot,"Some concerns in the South and Eastern part becuase of initial dryness for crops, followed by army worm outbreak.",3,2,3,
160,Liberia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,LBR
161,North Korea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,PRK
163,Kenya,2,Major hotspot,"The short rains crop season was below average in most of the country with particularly low production in the coastal and Southern areas. Even during the current dry season vegetation activity is particularly low, posing challenges also for pastoralists. 
According to the IPC assessment that took place in February the food security situation is generally stable but with deteriorations in the Northern drylands and in the Eastern part of the country. In addition seasonal wheather forecasts point towards below average rainfall to be expected during the long rains season starting in early April.",4,5,6,KEN
164,Yemen,0,No hotspot,Sorghum to be sown in March.,1,0,1,YEM
165,Timor-Leste,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,1,1,1,TLS
168,Sierra Leone,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,SLE
176,Libya,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,2,3,4,LBY
179,Rwanda,0,No hotspot,B season crop rainfall started in March and appears close to normal at this stage.,1,0,1,RWA
180,Guinea-Bissau,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,GNB
183,Indonesia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,10,7,10,IDN
185,Ethiopia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,ETH
188,Kazakhstan,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,3,5,5,KAZ
189,Thailand,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,7,0,7,THA
190,Nepal,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,NPL
192,Colombia,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,0,0,COL
193,Guinea,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,0,1,1,GIN
195,Benin,0,No hotspot,Not a hotspot country according to the latest ASAP analysis.,6,5,7,BEN
